,PropertyAddress,propertyURL,beds,bathrooms,size,ber lower,CountyOrPostcode,County,PropertyType,price bin,currentAskingPrice
8456," Cleen, Knockvicar, Carrick-on-Shannon, Roscommo",https://www.myhome.ie/residential/brochure/cleen-knockvicar-carrick-on-shannon-roscommon/4031378,2.0,1.0,194.45513513513515,G,roscommon,roscommon,House,100000.0,87000.0
8457," Streamstown House, Newtowngore, Co. Leitrim",https://www.myhome.ie/residential/brochure/streamstown-house-newtowngore-co-leitrim/4016424,4.0,2.376,210.0,C3,leitrim,leitrim,House,240000.0,239000.0
8458," Caldra House, Caldragh, Carrick-on-Shannon, Leitrim",https://www.myhome.ie/residential/brochure/caldra-house-caldragh-carrick-on-shannon-leitrim/3275188,6.0,3.0,188.25837499999997,D1,leitrim,leitrim,House,420000.0,410000.0
8459," No.2 Crannog, Keshcarrigan, Co. Leitrim",https://www.myhome.ie/residential/brochure/no-2-crannog-keshcarrigan-co-leitrim/4009025,3.0,2.376,115.0,unk,leitrim,leitrim,House,100000.0,99500.0
8460," 23 Shannagh Grove, Mohill, Leitrim",https://www.myhome.ie/residential/brochure/23-shannagh-grove-mohill-leitrim/4008745,5.0,3.0,188.25837499999997,C1,leitrim,leitrim,House,240000.0,220000.0
8461," Garvagh, Dromahair, Leitrim",https://www.myhome.ie/residential/brochure/garvagh-dromahair-leitrim/4003691,1.0,1.0,188.25837499999997,F,leitrim,leitrim,House,100000.0,89000.0
8462," No.2 Station Road, Cortober, Carrick-On-Shannon, Co Roscommon.",https://www.myhome.ie/residential/brochure/no-2-station-road-cortober-carrick-on-shannon-co-roscommon/3998821,3.0,2.088397790055249,90.0,G,roscommon,roscommon,House,120000.0,110000.0
8463," Bellanaboy, Leitrim Village, Leitrim",https://www.myhome.ie/residential/brochure/bellanaboy-leitrim-village-leitrim/3998628,3.0,2.0,188.25837499999997,D1,leitrim,leitrim,House,200000.0,180000.0
8464," Carrickbaun, Drumshanbo, Co. Leitrim",https://www.myhome.ie/residential/brochure/carrickbaun-drumshanbo-co-leitrim/3998527,4.0,2.376,130.0,D2,leitrim,leitrim,House,140000.0,130000.0
8465," Corritymore, Dromahair, Drumkeeran, Leitrim",https://www.myhome.ie/residential/brochure/corritymore-dromahair-drumkeeran-leitrim/3984903,3.0,1.0,188.25837499999997,unk,leitrim,leitrim,House,100000.0,89950.0
8466," Derrgraw, Leitrim Village, Carrick-on-Shannon, Roscommo",https://www.myhome.ie/residential/brochure/derrgraw-leitrim-village-carrick-on-shannon-roscommon/3976626,3.5616438356164384,2.088397790055249,194.45513513513515,unk,roscommon,roscommon,House,120000.0,115000.0
8467," No.2 Fan Na Greine, Boffin Avenue, Dromod, Leitrim",https://www.myhome.ie/residential/brochure/no-2-fan-na-greine-boffin-avenue-dromod-leitrim/3976619,4.0,3.0,188.25837499999997,C2,leitrim,leitrim,House,140000.0,135000.0
8468," Bolganard Lake, Ballinamore, Co. Leitrim",https://www.myhome.ie/residential/brochure/bolganard-lake-ballinamore-co-leitrim/3971138,1.0,2.376,50.0,unk,leitrim,leitrim,House,40000.0,39500.0
8469," Cois Abhainn, Leitrim Village, Leitrim",https://www.myhome.ie/residential/brochure/cois-abhainn-leitrim-village-leitrim/3968673,4.0,3.0,188.25837499999997,unk,leitrim,leitrim,House,200000.0,189000.0
8470," Lugganammer, Aughavas, Leitrim",https://www.myhome.ie/residential/brochure/lugganammer-aughavas-leitrim/3968029,3.0,1.0,94.0,unk,leitrim,leitrim,House,80000.0,69000.0
8471," Station Road, Carrick-on-Shannon, Leitrim",https://www.myhome.ie/residential/brochure/station-road-carrick-on-shannon-leitrim/3962127,3.0,2.0,55.0,G,leitrim,leitrim,House,140000.0,127000.0
8472," Cornabrone, Drumcong, Co. Leitrim",https://www.myhome.ie/residential/brochure/cornabrone-drumcong-co-leitrim/3958591,2.0,2.376,50.0,unk,leitrim,leitrim,House,80000.0,69000.0
8473," Summerhill , Carrick-on-Shannon, Leitrim",https://www.myhome.ie/residential/brochure/summerhill-carrick-on-shannon-leitrim/3945299,4.0,2.0,188.25837499999997,C3,leitrim,leitrim,House,220000.0,210000.0
8474," Lavagh, Rooskey, Roscommo",https://www.myhome.ie/residential/brochure/lavagh-rooskey-roscommon/3907737,4.0,3.0,160.0,C2,roscommon,roscommon,House,180000.0,170000.0
8475," Corgar, Ballinamore, Co. Leitrim",https://www.myhome.ie/residential/brochure/corgar-ballinamore-co-leitrim/3934757,4.0,2.376,210.0,unk,leitrim,leitrim,House,300000.0,295000.0
8476," Boderg, Shannon Court, Carrick-on-Shannon, Leitrim",https://www.myhome.ie/residential/brochure/boderg-shannon-court-carrick-on-shannon-leitrim/3865538,2.0,2.0,188.25837499999997,unk,leitrim,leitrim,Apartment,80000.0,79950.0
8477," Leitrim Road, Carrick on Shannon , Carrick-on-Shannon, Leitrim",https://www.myhome.ie/residential/brochure/leitrim-road-carrick-on-shannon-carrick-on-shannon-leitrim/3865182,3.0,1.0,188.25837499999997,G,leitrim,leitrim,House,120000.0,105000.0
8478," Ard na Sli, Mohill, Co. Leitrim",https://www.myhome.ie/residential/brochure/ard-na-sli-mohill-co-leitrim/3863647,3.0,2.376,150.0,C2,leitrim,leitrim,House,140000.0,135000.0
8479," Idir Dha Locha, Fenagh, Ballinamore, Co. Leitrim, N41 F625",https://www.myhome.ie/residential/brochure/idir-dha-locha-fenagh-ballinamore-co-leitrim-n41-f625/3863359,6.0,2.376,270.0,C1,leitrim,leitrim,House,260000.0,249000.0
8480," Furnace, Dromod, Leitrim",https://www.myhome.ie/residential/brochure/furnace-dromod-leitrim/3863278,3.0,1.0,188.25837499999997,E2,leitrim,leitrim,House,140000.0,135000.0
8481," Cornammon, Glenfarne, Leitrim",https://www.myhome.ie/residential/brochure/cornammon-glenfarne-leitrim/3849187,3.513227513227513,2.376,188.25837499999997,unk,leitrim,leitrim,House,60000.0,45000.0
8482," Glenville, Leitrim Village, Leitrim",https://www.myhome.ie/residential/brochure/glenville-leitrim-village-leitrim/3862214,4.0,4.0,188.25837499999997,unk,leitrim,leitrim,House,200000.0,185000.0
8483," Knockanroe, Ballinamore, Co. Leitrim.",https://www.myhome.ie/residential/brochure/knockanroe-ballinamore-co-leitrim/3861759,3.0,2.376,130.0,unk,leitrim,leitrim,House,140000.0,129000.0
8484," Ard Na Si, Carrick-on-Shannon, Leitrim",https://www.myhome.ie/residential/brochure/ard-na-si-carrick-on-shannon-leitrim/3859183,4.0,4.0,150.0,C2,leitrim,leitrim,House,240000.0,235000.0
8485," Greenfield Close, Mohill, Leitrim",https://www.myhome.ie/residential/brochure/greenfield-close-mohill-leitrim/3851424,4.0,3.0,188.25837499999997,D1,leitrim,leitrim,House,100000.0,99000.0
8486," 21 Shannagh Grove, Mohill, Leitrim",https://www.myhome.ie/residential/brochure/21-shannagh-grove-mohill-leitrim/3842338,4.0,3.0,188.25837499999997,C1,leitrim,leitrim,House,200000.0,195000.0
8487," 24 Carbry Coast, Tullaghan, Leitrim",https://www.myhome.ie/residential/brochure/24-carbry-coast-tullaghan-leitrim/3833895,3.0,2.0,188.25837499999997,D1,leitrim,leitrim,House,60000.0,50000.0
8488," Ardrum, Ballinamore, Co. Leitrim",https://www.myhome.ie/residential/brochure/ardrum-ballinamore-co-leitrim/3825972,3.0,2.376,115.0,unk,leitrim,leitrim,House,100000.0,99000.0
8489," Drumany Lake, Fenagh, Co. Leitrim",https://www.myhome.ie/residential/brochure/drumany-lake-fenagh-co-leitrim/3822715,4.0,2.376,210.0,unk,leitrim,leitrim,House,140000.0,130000.0
8490," Ard Na Si, Mohill, Leitrim",https://www.myhome.ie/residential/brochure/ard-na-si-mohill-leitrim/3818234,4.0,3.0,188.25837499999997,C2,leitrim,leitrim,House,160000.0,150000.0
8491," Annaduff, Carrick-on-Shannon, Leitrim",https://www.myhome.ie/residential/brochure/annaduff-carrick-on-shannon-leitrim/3811032,5.0,3.0,188.25837499999997,B3,leitrim,leitrim,House,300000.0,285000.0
8492," Church Street, Drumshanbo, Co. Leitrim.",https://www.myhome.ie/residential/brochure/church-street-drumshanbo-co-leitrim/3805522,6.0,2.376,300.0,E2,leitrim,leitrim,House,200000.0,199000.0
8493," Dorarry, Woodbrook, Carrick-on-Shannon, Roscommo",https://www.myhome.ie/residential/brochure/dorarry-woodbrook-carrick-on-shannon-roscommon/3778557,4.0,2.0,194.45513513513515,D1,roscommon,roscommon,House,260000.0,245000.0
8494," 20 Sliabh View, Mohill, Leitrim",https://www.myhome.ie/residential/brochure/20-sliabh-view-mohill-leitrim/3743292,5.0,3.0,188.25837499999997,C2,leitrim,leitrim,House,200000.0,199950.0
8495," Lugnagon, Newtowngore, Leitrim",https://www.myhome.ie/residential/brochure/lugnagon-newtowngore-leitrim/3743359,4.0,1.0,188.25837499999997,unk,leitrim,leitrim,House,180000.0,175000.0
8496," Drumshambo South, Farnaught, Mohill, Leitrim",https://www.myhome.ie/residential/brochure/drumshambo-south-farnaught-mohill-leitrim/3738669,4.0,2.0,188.25837499999997,E2,leitrim,leitrim,House,260000.0,259000.0
8497," Kinkeen (Keenheen), Ballinamore, Leitrim",https://www.myhome.ie/residential/brochure/kinkeen-keenheen-ballinamore-leitrim/3729685,4.0,1.0,188.25837499999997,unk,leitrim,leitrim,House,340000.0,320000.0
8498," Glostermin, Gorvagh, Carrick-on-Shannon, Co. Leitrim, N41 KP95",https://www.myhome.ie/residential/brochure/glostermin-gorvagh-carrick-on-shannon-co-leitrim-n41-kp95/3719050,3.0,2.376,125.0,C3,leitrim,leitrim,House,80000.0,79000.0
8499," Church Rd, Dromahair, Leitrim",https://www.myhome.ie/residential/brochure/church-rd-dromahair-leitrim/3692184,4.0,2.0,128.0,D2,leitrim,leitrim,House,180000.0,175000.0
8500," Forest View, Carnadoe, , Rooskey, Roscommo",https://www.myhome.ie/residential/brochure/forest-view-carnadoe-rooskey-roscommon/3671083,3.0,2.0,194.45513513513515,unk,roscommon,roscommon,House,160000.0,155000.0
8501," The Rectory House, Town View, Grovehill, Mohill, Leitrim",https://www.myhome.ie/residential/brochure/the-rectory-house-town-view-grovehill-mohill-leitrim/3667073,5.0,2.0,188.25837499999997,unk,leitrim,leitrim,House,160000.0,159000.0
8502," Bridge St House, Mohill, Leitrim",https://www.myhome.ie/residential/brochure/bridge-st-house-mohill-leitrim/3645686,1.0,3.0,188.25837499999997,unk,leitrim,leitrim,House,100000.0,90000.0
8503," Londubh Cottage, Gortinty, Eslin Bridge, Mohill, Leitrim",https://www.myhome.ie/residential/brochure/londubh-cottage-gortinty-eslin-bridge-mohill-leitrim/3629154,2.0,1.0,188.25837499999997,unk,leitrim,leitrim,House,140000.0,129950.0
8504," No.7 Gleann Ailinne, Drumshanbo, Co.Leitrim",https://www.myhome.ie/residential/brochure/no-7-gleann-ailinne-drumshanbo-co-leitrim/3606884,4.0,2.376,200.0,B3,leitrim,leitrim,House,160000.0,149000.0
8505," Kiltoghert, Carrick-on-Shannon, Leitrim",https://www.myhome.ie/residential/brochure/kiltoghert-carrick-on-shannon-leitrim/3588328,4.0,1.0,188.25837499999997,unk,leitrim,leitrim,House,200000.0,193500.0
8506," Miskawn Glebe, Aughnasheelin, Co. Leitrim",https://www.myhome.ie/residential/brochure/miskawn-glebe-aughnasheelin-co-leitrim/3587917,2.0,2.376,60.0,unk,leitrim,leitrim,House,40000.0,29000.0
8507," Renefarna, Rooskey, Roscommo",https://www.myhome.ie/residential/brochure/renefarna-rooskey-roscommon/3540423,3.0,2.0,100.0,D1,roscommon,roscommon,House,160000.0,149900.0
8508," Aughamore, Largydonnell, Kinlough, Leitrim",https://www.myhome.ie/residential/brochure/aughamore-largydonnell-kinlough-leitrim/3505776,2.0,1.0,188.25837499999997,E1,leitrim,leitrim,House,160000.0,155000.0
8509," No.8 Drumcoura, Ballinamore, Co. Leitrim, N41 F516",https://www.myhome.ie/residential/brochure/no-8-drumcoura-ballinamore-co-leitrim-n41-f516/3488265,3.0,2.376,150.0,B3,leitrim,leitrim,House,140000.0,128000.0
8510," Aughnasheelin, Ballinamore, Co. Leitrim.",https://www.myhome.ie/residential/brochure/aughnasheelin-ballinamore-co-leitrim/3475022,3.0,2.376,125.0,unk,leitrim,leitrim,House,80000.0,70000.0
8511," Forrestry At Cloontibrid, Newtownforbes, Co.Leitrim",https://www.myhome.ie/residential/brochure/forrestry-at-cloontibrid-newtownforbes-co-leitrim/3818496,3.513227513227513,2.376,188.25837499999997,EXEMPT,leitrim,leitrim,House,80000.0,65000.0
8512," Derreen, Rynn, Mohill, Mohill, Leitrim",https://www.myhome.ie/residential/brochure/derreen-rynn-mohill-mohill-leitrim/3441776,4.0,3.0,188.25837499999997,C3,leitrim,leitrim,House,180000.0,165000.0
8513," ""Rahairc na Sliabha"", Carricknabrack, Drumshanbo, Leitrim",https://www.myhome.ie/residential/brochure/rahairc-na-sliabha-carricknabrack-drumshanbo-leitrim/3408758,4.0,2.0,110.0,E1,leitrim,leitrim,House,140000.0,139900.0
8514," 22 Sliabh View, Mohill, Leitrim",https://www.myhome.ie/residential/brochure/22-sliabh-view-mohill-leitrim/3408668,5.0,3.0,188.25837499999997,C3,leitrim,leitrim,House,200000.0,189500.0
8515," Wayside Cottage, Drumnamore, Ballinamore, Co. Leitrim.N41 P292",https://www.myhome.ie/residential/brochure/wayside-cottage-drumnamore-ballinamore-co-leitrim-n41-p292/3346574,2.0,2.376,75.0,unk,leitrim,leitrim,House,60000.0,59500.0
8516," Ciuin House, Hartley, Carrick-on-Shannon, Leitrim",https://www.myhome.ie/residential/brochure/ciuin-house-hartley-carrick-on-shannon-leitrim/3345118,15.0,10.0,798.0,unk,leitrim,leitrim,House,620000.0,600000.0
8517," 10 acre hill view farm, Leckan, Ballinamore, Leitrim",https://www.myhome.ie/residential/brochure/10-acre-hill-view-farm-leckan-ballinamore-leitrim/3333371,4.0,1.0,188.25837499999997,unk,leitrim,leitrim,House,220000.0,219000.0
8518," Dun Carraig Ceibh, Leitrim Village, Co. Leitrim.",https://www.myhome.ie/residential/brochure/dun-carraig-ceibh-leitrim-village-co-leitrim/3325687,5.0,2.376,210.0,C1,leitrim,leitrim,House,200000.0,199950.0
8519," Aughnasheelin, Ballinamore, Co. Leitrim.",https://www.myhome.ie/residential/brochure/aughnasheelin-ballinamore-co-leitrim/3319511,2.0,2.376,90.0,unk,leitrim,leitrim,House,100000.0,82000.0
8520," Cortober, Carrick-on-Shannon, Roscommo",https://www.myhome.ie/residential/brochure/cortober-carrick-on-shannon-roscommon/3311510,4.0,1.0,194.45513513513515,unk,roscommon,roscommon,House,260000.0,259000.0
8521," Clooncolory, Dromod, Leitrim",https://www.myhome.ie/residential/brochure/clooncolory-dromod-leitrim/3311463,4.0,3.0,188.25837499999997,unk,leitrim,leitrim,House,240000.0,235000.0
8522," Selton Lake View , Gorvagh, Leitrim",https://www.myhome.ie/residential/brochure/selton-lake-view-gorvagh-leitrim/3301367,4.0,4.0,188.25837499999997,C1,leitrim,leitrim,House,200000.0,199000.0
8523," Breandrum Gorvagh, Mohill, Leitrim",https://www.myhome.ie/residential/brochure/breandrum-gorvagh-mohill-leitrim/3289783,4.0,2.0,188.25837499999997,C1,leitrim,leitrim,House,160000.0,149000.0
8524," Mullenimela, Fenagh, Ballinamore, Co. Leitrim",https://www.myhome.ie/residential/brochure/mullenimela-fenagh-ballinamore-co-leitrim/3272356,3.0,2.376,188.25837499999997,unk,leitrim,leitrim,House,160000.0,149000.0
8525," Lakeside Property on 4 Acres, Laura, Gorvagh, Co. Leitrim",https://www.myhome.ie/residential/brochure/lakeside-property-on-4-acres-laura-gorvagh-co-leitrim/3272348,4.0,2.376,188.25837499999997,G,leitrim,leitrim,House,140000.0,129000.0
8526," 4 Bed Home on 4, 6 acres, Clooncolry Hill, Cornagillagh, Dromod, Co. Leitrim",https://www.myhome.ie/residential/brochure/4-bed-home-on-4-6-acres-clooncolry-hill-cornagillagh-dromod-co-leitrim/3272345,4.0,2.376,188.25837499999997,E2,leitrim,leitrim,House,220000.0,219000.0
8527," Lake Side House, Shrough, Ballymacgovern, Ballymcgovern, Newtowngore, Co. Leitrim",https://www.myhome.ie/residential/brochure/lake-side-house-shrough-ballymacgovern-ballymcgovern-newtowngore-co-leitrim/3272339,5.0,2.376,188.25837499999997,unk,leitrim,leitrim,House,180000.0,160000.0
8528," Lambfield, Glebe, Garadice, Ballinamore, Co. Leitrim",https://www.myhome.ie/residential/brochure/lambfield-glebe-garadice-ballinamore-co-leitrim/3272320,5.0,2.376,188.25837499999997,unk,leitrim,leitrim,House,240000.0,220000.0
8529," Shannon Quay's, Roosky, Rooskey, Co. Leitrim",https://www.myhome.ie/residential/brochure/shannon-quay-s-roosky-rooskey-co-leitrim/3272294,4.0,4.0,188.25837499999997,B3,leitrim,leitrim,House,180000.0,179000.0
8530," , Shannon Quay's, Roosky, Rooskey, Leitrim",https://www.myhome.ie/residential/brochure/shannon-quay-s-roosky-rooskey-leitrim/3272293,4.0,4.0,188.25837499999997,B3,leitrim,leitrim,House,220000.0,219000.0
8531," Gardenstown, Carrick-on-Shannon, Carrick-on-Shannon, Roscommo",https://www.myhome.ie/residential/brochure/gardenstown-carrick-on-shannon-carrick-on-shannon-roscommon/3242653,4.0,2.0,130.1,C3,roscommon,roscommon,House,220000.0,215000.0
8532," Gubacreeney, Kinlough, Leitrim",https://www.myhome.ie/residential/brochure/gubacreeney-kinlough-leitrim/3149285,3.513227513227513,2.376,188.25837499999997,G,leitrim,leitrim,House,60000.0,55000.0
8533," House at Cavan, Eslin Bridge, Mohill, Leitrim",https://www.myhome.ie/residential/brochure/house-at-cavan-eslin-bridge-mohill-leitrim/2895224,4.0,2.0,308.7433519553072,D1,cavan,cavan,House,140000.0,120000.0
8534," Lemon Tree House, Summerhill, Carrick-on-Shannon, Co. Leitrim.",https://www.myhome.ie/residential/brochure/lemon-tree-house-summerhill-carrick-on-shannon-co-leitrim/2877277,5.0,2.376,200.0,C3,leitrim,leitrim,House,260000.0,240000.0
8535," The Convent, Convent Road, Ballinamore, Co. Leitrim.",https://www.myhome.ie/residential/brochure/the-convent-convent-road-ballinamore-co-leitrim/2867357,3.513227513227513,2.376,990.0,unk,leitrim,leitrim,House,360000.0,350000.0
8536," Hartley, Hartley, Carrick On Shannon, Co. Leitrim",https://www.myhome.ie/residential/brochure/hartley-hartley-carrick-on-shannon-co-leitrim/2851365,4.0,2.376,188.25837499999997,D1,leitrim,leitrim,House,200000.0,185000.0
8537," Site At Kilgarve, Rooskey, Co.Roscommo",https://www.myhome.ie/residential/brochure/site-at-kilgarve-rooskey-co-roscommon/3818481,3.5616438356164384,2.088397790055249,194.45513513513515,EXEMPT,roscommon,roscommon,House,60000.0,40000.0
8538," Lisdrumfarna, Kilnagross, Carrick on Shannon, Leitrim, Carrick-on-Shannon, Co. Leitrim",https://www.myhome.ie/residential/brochure/lisdrumfarna-kilnagross-carrick-on-shannon-leitrim-carrick-on-shannon-co-leitrim/2412148,4.0,2.376,188.25837499999997,unk,leitrim,leitrim,House,240000.0,239000.0
8539," Lake View Property, Castlefore, Keshcarrigan, Leitrim, Mohill, Co. Leitrim",https://www.myhome.ie/residential/brochure/lake-view-property-castlefore-keshcarrigan-leitrim-mohill-co-leitrim/2001897,4.0,2.376,188.25837499999997,unk,leitrim,leitrim,House,200000.0,185000.0
8540," New Build, Drumhalla, Cloone, Co. Leitrim",https://www.myhome.ie/residential/brochure/new-build-drumhalla-cloone-co-leitrim/1966222,5.0,2.376,188.25837499999997,unk,leitrim,leitrim,House,160000.0,159000.0
8541," Ballycallen, Fenagh, Co. Leitrim.",https://www.myhome.ie/residential/brochure/ballycallen-fenagh-co-leitrim/1763029,4.0,2.376,195.0,unk,leitrim,leitrim,House,180000.0,165000.0
8542," Manor Court, Manorhamilton, Co. Leitrim",https://www.myhome.ie/residential/brochure/manor-court-manorhamilton-co-leitrim/1365106,2.0,2.376,188.25837499999997,unk,leitrim,leitrim,Apartment,80000.0,60000.0
8543," Manor Court, Manorhamilton, Co. Leitrim",https://www.myhome.ie/residential/brochure/manor-court-manorhamilton-co-leitrim/1365101,3.0,2.376,188.25837499999997,unk,leitrim,leitrim,Apartment,80000.0,60000.0
8544," Corderry Peyton, Keshcarrigan, Co. Leitrim.",https://www.myhome.ie/residential/brochure/corderry-peyton-keshcarrigan-co-leitrim/137110,2.0,2.376,70.0,unk,leitrim,leitrim,House,60000.0,40000.0
8545," Tullaghan, Co. Leitrim",https://www.myhome.ie/residential/brochure/tullaghan-co-leitrim/101253,5.0,2.376,192.0,unk,leitrim,leitrim,House,440000.0,425000.0
8546," Fedamore House, Fedamore, Limerick",https://www.myhome.ie/residential/brochure/fedamore-house-fedamore-limerick/4212258,3.406113537117904,2.0426065162907268,2274.9,B2,limerick,limerick,House,3520000.0,3500000.0
8547," 15 Cedarville, Abbeyfeale, Limerick",https://www.myhome.ie/residential/brochure/15-cedarville-abbeyfeale-limerick/4212196,3.0,1.0,104.07,D1,limerick,limerick,House,140000.0,138000.0
8548," 8 Riverdale, Westbury, Corbally, Limerick",https://www.myhome.ie/residential/brochure/8-riverdale-westbury-corbally-limerick/4212126,3.0,2.0,215.84135294117647,unk,limerick,limerick,House,180000.0,169000.0
8549," 19 Cryle View Manor , Abbeyfeale, Limerick",https://www.myhome.ie/residential/brochure/19-cryle-view-manor-abbeyfeale-limerick/4212086,3.0,3.0,215.84135294117647,D1,limerick,limerick,House,160000.0,145000.0
8550," 3 Chestnut Court, Kennedy Park, Limerick City, Limerick",https://www.myhome.ie/residential/brochure/3-chestnut-court-kennedy-park-limerick-city-limerick/4212076,3.0,1.0,215.84135294117647,unk,limerick,limerick,House,120000.0,110000.0
8551," Shannongrove, Pallaskenry, Limerick",https://www.myhome.ie/residential/brochure/shannongrove-pallaskenry-limerick/4212045,4.0,1.0,215.84135294117647,unk,limerick,limerick,House,160000.0,150000.0
8552," Donroe Cottage, Caherass, Adare, Limerick",https://www.myhome.ie/residential/brochure/donroe-cottage-caherass-adare-limerick/4211956,4.0,2.0,215.84135294117647,unk,limerick,limerick,House,340000.0,320000.0
8553," Little Rocks, Glenshesk, Templeglantine, Limerick",https://www.myhome.ie/residential/brochure/little-rocks-glenshesk-templeglantine-limerick/4140332,4.0,2.0,215.84135294117647,C1,limerick,limerick,House,260000.0,255000.0
8554," Meenkilly, Abbeyfeale, Limerick",https://www.myhome.ie/residential/brochure/meenkilly-abbeyfeale-limerick/4211942,3.0,2.0,215.84135294117647,unk,limerick,limerick,House,160000.0,155000.0
8555," 52 Ashbrook, Ennis Road, Limerick",https://www.myhome.ie/residential/brochure/52-ashbrook-ennis-road-limerick/4211933,4.0,4.0,173.0,C1,limerick,limerick,House,320000.0,310000.0
8556," Caherconreafy, Cloverfield, Dromkeen, Co. Limerick",https://www.myhome.ie/residential/brochure/caherconreafy-cloverfield-dromkeen-co-limerick/4211668,4.0,2.0426065162907268,215.84135294117647,unk,limerick,limerick,House,400000.0,385000.0
8557," 17 Cratloe Court, Glenmore, Caherdavin, Limerick City",https://www.myhome.ie/residential/brochure/17-cratloe-court-glenmore-caherdavin-limerick-city/4211566,3.0,1.0,215.84135294117647,unk,limerick,limerick,House,140000.0,120000.0
8558," 234 Brookfield Hall , Castletroy, Limerick",https://www.myhome.ie/residential/brochure/234-brookfield-hall-castletroy-limerick/4211574,2.0,2.0,65.0,D2,limerick,limerick,Apartment,60000.0,58000.0
8559," 204 Brookfield Hall, Castletroy, Limerick",https://www.myhome.ie/residential/brochure/204-brookfield-hall-castletroy-limerick/4211553,2.0,2.0,215.84135294117647,D1,limerick,limerick,Apartment,60000.0,58000.0
8560," 75 Dromroe Avenue, Woodhaven, Castletroy, Limerick",https://www.myhome.ie/residential/brochure/75-dromroe-avenue-woodhaven-castletroy-limerick/4201100,3.0,3.0,92.99,C1,limerick,limerick,House,220000.0,205000.0
8561," Ballinagowan, Rivers, Lisnagry, Co. Limerick, V94 WNOC",https://www.myhome.ie/residential/brochure/ballinagowan-rivers-lisnagry-co-limerick-v94-wnoc/4211465,2.0,2.0,86.0,D1,limerick,limerick,House,180000.0,175000.0
8562," 14 Ashfort, Golf Links Road, Castletroy, Limerick",https://www.myhome.ie/residential/brochure/14-ashfort-golf-links-road-castletroy-limerick/4211348,3.0,2.0,96.0,C2,limerick,limerick,House,260000.0,245000.0
8563," 2 Chestnut Court, Kennedy Park, Limerick City, Limerick",https://www.myhome.ie/residential/brochure/2-chestnut-court-kennedy-park-limerick-city-limerick/4211331,2.0,1.0,70.0,F,limerick,limerick,House,100000.0,95000.0
8564," 26 Ballykeeffe Estate, Dooradoyle, Limerick",https://www.myhome.ie/residential/brochure/26-ballykeeffe-estate-dooradoyle-limerick/4211144,3.0,1.0,103.0,D2,limerick,limerick,House,220000.0,209000.0
8565," 80 Glendale Lawn, Old Singland Road, Limerick City, Limerick",https://www.myhome.ie/residential/brochure/80-glendale-lawn-old-singland-road-limerick-city-limerick/4211096,4.0,2.0,215.84135294117647,unk,limerick,limerick,House,240000.0,230000.0
8566," 27 Aherlow Close, Old Cratloe Road, Limerick City, Limerick",https://www.myhome.ie/residential/brochure/27-aherlow-close-old-cratloe-road-limerick-city-limerick/4211092,3.0,1.0,82.0,unk,limerick,limerick,House,140000.0,130000.0
8567," 92 Drominbeg, Rhebogue, Limerick",https://www.myhome.ie/residential/brochure/92-drominbeg-rhebogue-limerick/4210920,3.0,2.0,215.84135294117647,C3,limerick,limerick,House,220000.0,205000.0
8568," Ballyrune, Kildimo, Limerick",https://www.myhome.ie/residential/brochure/ballyrune-kildimo-limerick/4197331,4.0,3.0,215.84135294117647,E2,limerick,limerick,House,280000.0,270000.0
8569," 59 Glendale Lawn, Old Singland Road, Limerick City",https://www.myhome.ie/residential/brochure/59-glendale-lawn-old-singland-road-limerick-city/4189685,3.0,3.0,215.84135294117647,C3,limerick,limerick,House,200000.0,192000.0
8570," GARRYKNOCK, GOLF LINKS ROAD,, Castletroy, Limerick",https://www.myhome.ie/residential/brochure/garryknock-golf-links-road-castletroy-limerick/4147510,4.0,3.0,215.84135294117647,F,limerick,limerick,House,660000.0,650000.0
8571," Knocklyon, Clonmacken, Limerick",https://www.myhome.ie/residential/brochure/knocklyon-clonmacken-limerick/4210857,2.0,2.0,818.0,unk,limerick,limerick,Apartment,1220000.0,1200000.0
8572," 2 Glenwood, Creggane, Abbeyfeale, Limerick",https://www.myhome.ie/residential/brochure/2-glenwood-creggane-abbeyfeale-limerick/4210878,4.0,3.0,167.0,C1,limerick,limerick,House,240000.0,239000.0
8573," Clonshire Mills, Croagh,, Adare, Limerick",https://www.myhome.ie/residential/brochure/clonshire-mills-croagh-adare-limerick/4210757,5.0,2.0,215.84135294117647,E2,limerick,limerick,House,340000.0,325000.0
8574," 53 Merval Drive , Clareview, Limerick",https://www.myhome.ie/residential/brochure/53-merval-drive-clareview-limerick/4210628,3.0,2.0,134.0,unk,clare,clare,House,220000.0,215000.0
8575," North Road, Dromcollogher, Co Limerick",https://www.myhome.ie/residential/brochure/north-road-dromcollogher-co-limerick/4210678,3.0,1.0,215.84135294117647,G,limerick,limerick,House,60000.0,45000.0
8576," 25 Ballycummin Village, Raheen, Limerick City",https://www.myhome.ie/residential/brochure/25-ballycummin-village-raheen-limerick-city/4210665,4.0,2.0,215.84135294117647,C2,limerick,limerick,House,400000.0,395000.0
8577," Derrymore, Iona Drive , North Circular Road, Limerick",https://www.myhome.ie/residential/brochure/derrymore-iona-drive-north-circular-road-limerick/4210646,4.0,2.0,129.0,unk,limerick,limerick,House,440000.0,435000.0
